Time,Channel A
0.12399999,0.3769377
0.12499999,0.4241511
0.12599999,0.4241511
0.12699999,0.4241511
0.12799999,0.4241511
0.12899999,0.4241511
0.12999999,0.4241511
0.13099999,0.4241511
0.13199999,0.4241511
0.13299999,0.4241511
0.13399999,0.4712106
0.13499999,0.4241511
0.13599999,0.4241511
0.13699999,0.4241511
0.13799999,0.4241511
0.13899999,0.4241511
0.13999999,0.4241511
0.14099999,0.3769377
0.14199999,0.4241511
0.14299999,0.4241511
0.14399999,0.4241511
0.14499999,0.4241511
0.14599999,0.4241511
0.14699999,0.4241511
0.14799999,0.4241511
0.14899999,0.4241511
0.14999999,0.4241511
0.15099999,0.4241511
0.15199999,0.4241511
0.15299999,0.4241511
0.15399999,0.4241511
0.15499999,0.4241511
0.15599999,0.4241511
0.15699999,0.4241511
0.15799999,0.4241511
0.15899999,0.4712106
0.15999999,0.4241511
0.16099999,0.4241511
0.16199999,0.4241511
0.16299999,0.4241511
0.16399999,0.4241511
0.16499999,0.4241511
0.16599999,0.4241511
0.16699999,0.4241511
0.16799999,0.4241511
0.16899999,0.4241511
0.16999999,0.4241511
0.17099999,0.4241511
0.17199999,0.4241511
0.17299999,0.4241511
0.17399999,0.4241511
0.17499999,0.4241511
0.17599999,0.4241511
0.17699999,0.4241511
0.17799999,0.4712106
0.17899999,0.4241511
0.17999999,0.4241511
0.18099999,0.4241511
0.18199999,0.4241511
0.18299999,0.4241511
0.18399999,0.3769377
0.18499999,0.4241511
0.18599999,0.4241511
0.18699999,0.4241511
0.18799999,0.4241511
0.18899999,0.4241511
0.18999999,0.4241511
0.19099999,0.4241511
0.19199999,0.4241511
0.19299999,0.4241511
0.19399999,0.4241511
0.19499999,0.4241511
0.19599999,0.4241511
0.19699999,0.4241511
0.19799999,0.4241511
0.19899999,0.4241511
0.19999999,0.4241511
0.20099999,0.4241511
0.20199999,0.4241511
0.20299999,0.4241511
0.20399999,0.4241511
0.20499999,0.4241511
0.20599999,0.4241511
0.20699999,0.4241511
0.20799999,0.4241511
0.20899999,0.4241511
0.20999999,0.4241511
0.21099999,0.4241511
0.21199999,0.4241511
0.21299999,0.4241511
0.21399999,0.4241511
0.21499999,0.4241511
0.21599999,0.4241511
0.21699999,0.4241511
0.21799998,0.4241511
0.21899998,0.4241511
0.21999998,0.4241511
0.22099998,0.4241511
0.22199998,0.4241511
0.22299998,0.4241511
0.22399998,0.4241511
0.22499998,0.4241511
0.22599998,0.4241511
0.22699998,0.4241511
0.22799998,0.4241511
0.22899998,0.4241511
0.22999998,0.4241511
0.23099998,0.4241511
0.23199998,0.4241511
0.23299998,0.4241511
0.23399998,0.4241511
0.23499998,0.4241511
0.23599998,0.4241511
0.23699998,0.4241511
0.23799998,0.4241511
0.23899998,0.4241511
0.23999998,0.4241511
0.24099998,0.4241511
0.24199998,0.4241511
0.24299998,0.4241511
0.24399998,0.4241511
0.24499998,0.4712106
0.24599998,0.4241511
0.24699998,0.4241511
0.24799998,0.4241511
0.24899998,0.4241511
0.24999998,0.4241511
0.25099998,0.4241511
0.25199998,0.4241511
0.25299998,0.4241511
0.25399998,0.4241511
0.25499998,0.4241511
0.25599998,0.4241511
0.25699998,0.4241511
0.25799998,0.4241511
0.25899998,0.4241511
0.25999998,0.4241511
0.26099998,0.4241511
0.26199998,0.4241511
0.26299998,0.4241511
0.26399998,0.4241511
0.26499998,0.4241511
0.26599998,0.4241511
0.26699998,0.4712106
0.26799998,0.4241511
0.26899998,0.4241511
0.26999998,0.4241511
0.27099998,0.4241511
0.27199998,0.4241511
0.27299998,0.4241511
0.27399998,0.4241511
0.27499998,0.4241511
0.27599998,0.4241511
0.27699998,0.4241511
0.27799998,0.4241511
0.27899998,0.4241511
0.27999998,0.4241511
0.28099998,0.4241511
0.28199998,0.4241511
0.28299998,0.4241511
0.28399998,0.4241511
0.28499998,0.4241511
0.28599998,0.4241511
0.28699998,0.4241511
0.28799998,0.4241511
0.28899998,0.4241511
0.28999998,0.4241511
0.29099998,0.4241511
0.29199998,0.4241511
0.29299998,0.4241511
0.29399998,0.4241511
0.29499998,0.4241511
0.29599998,0.4241511
0.29699998,0.4241511
0.29799998,0.4241511
0.29899998,0.4241511
0.29999998,0.4241511
0.30099998,0.4241511
0.30199998,0.4241511
0.30299998,0.4241511
0.30399998,0.4241511
0.30499998,0.4241511
0.30599998,0.4241511
0.30699998,0.4241511
0.30799998,0.4241511
0.30899998,0.4241511
0.30999998,0.4241511
0.31099998,0.4241511
0.31199998,0.4241511
0.31299998,0.4241511
0.31399998,0.4241511
0.31499998,0.4241511
0.31599998,0.4241511
0.31699998,0.4241511
0.31799998,0.4241511
0.31899998,0.4241511
0.31999998,0.4241511
0.32099998,0.4241511
0.32199998,0.4241511
0.32299998,0.3769377
0.32399998,0.4241511
0.32499998,0.4241511
0.32599998,0.4241511
0.32699998,0.4241511
0.32799998,0.4241511
0.32899998,0.4241511
0.32999998,0.4241511
0.33099998,0.4241511
0.33199998,0.4241511
0.33299998,0.4241511
0.33399998,0.4241511
0.33499998,0.4241511
0.33599998,0.4241511
0.33699998,0.4241511
0.33799998,0.4241511
0.33899998,0.4241511
0.33999998,0.4241511
0.34099998,0.4241511
0.34199998,0.4241511
0.34299998,0.4241511
0.34399998,0.4241511
0.34499998,0.4241511
0.34599998,0.4241511
0.34699998,0.4241511
0.34799998,0.4241511
0.34899998,0.4241511
0.34999998,0.4241511
0.35099998,0.4241511
0.35199998,0.4241511
0.35299998,0.4241511
0.35399998,0.4241511
0.35499998,0.4241511
0.35599998,0.4241511
0.35699998,0.4241511
0.35799998,0.4241511
0.35899998,0.4241511
0.35999998,0.4241511
0.36099998,0.4241511
0.36199998,0.4241511
0.36299997,0.4241511
0.36399997,0.4241511
0.36499997,0.4241511
0.36599997,0.4241511
0.36699997,0.4241511
0.36799997,0.4241511
0.36899997,0.4241511
0.36999997,0.4241511
0.37099997,0.4241511
0.37199997,0.4241511
0.37299997,0.4241511
0.37399997,0.4241511
0.37499997,0.4241511
0.37599997,0.4241511
0.37699997,0.4241511
0.37799997,0.4241511
0.37899997,0.4241511
0.37999997,0.4241511
0.38099997,0.4241511
0.38199997,0.4241511
0.38299997,0.4241511
0.38399997,0.4241511
0.38499997,0.4241511
0.38599997,0.4241511
0.38699997,0.4241511
0.38799997,0.3769377
0.38899997,0.4241511
0.38999997,0.4241511
0.39099997,0.4241511
0.39199997,0.4241511
0.39299997,0.4241511
0.39399997,0.4241511
0.39499997,0.4241511
0.39599997,0.3769377
0.39699997,0.4241511
0.39799997,0.4241511
0.39899997,0.4241511
0.39999997,0.4241511
0.40099997,0.4241511
0.40199997,0.4241511
0.40299997,0.4241511
0.40399997,0.4241511
0.40499997,0.4241511
0.40599997,0.4241511
0.40699997,0.4241511
0.40799997,0.4241511
0.40899997,0.4241511
0.40999997,0.4712106
0.41099997,0.4241511
0.41199997,0.4241511
0.41299997,0.3769377
0.41399997,0.4241511
0.41499997,0.4241511
0.41599997,0.4241511
0.41699997,0.4241511
0.41799997,0.4241511
0.41899997,0.4712106
0.41999997,0.4241511
0.42099997,0.4241511
0.42199997,0.4241511
0.42299997,0.4241511
0.42399997,0.4241511
0.42499997,0.3769377
0.42599997,0.4241511
0.42699997,0.4241511
0.42799997,0.4241511
0.42899997,0.4241511
0.42999997,0.4241511
0.43099997,0.4241511
0.43199997,0.4241511
0.43299997,0.4241511
0.43399997,0.4241511
0.43499997,0.4241511
0.43599997,0.4241511
0.43699997,0.4241511
0.43799997,0.4241511
0.43899997,0.4241511
0.43999997,0.4241511
0.44099997,0.4241511
0.44199997,0.4241511
0.44299997,0.4241511
0.44399997,0.4241511
0.44499997,0.4241511
0.44599997,0.4241511
0.44699997,0.4241511
0.44799997,0.4241511
0.44899997,0.3769377
0.44999997,0.4241511
0.45099997,0.4241511
0.45199997,0.4241511
0.45299997,0.4241511
0.45399997,0.4241511
0.45499997,0.4241511
0.45599997,0.4241511
0.45699997,0.4241511
0.45799997,0.4241511
0.45899997,0.4241511
0.45999997,0.4241511
0.46099997,0.4241511
0.46199997,0.4241511
0.46299997,0.4241511
0.46399997,0.4241511
0.46499997,0.4241511
0.46599997,0.4241511
0.46699997,0.4241511
0.46799997,0.4241511
0.46899997,0.4241511
0.46999997,0.4241511
0.47099997,0.4241511
0.47199997,0.4241511
0.47299997,0.4241511
0.47399997,0.4241511
0.47499997,0.4241511
0.47599997,0.4241511
0.47699997,0.4241511
0.47799997,0.4241511
0.47899997,0.4241511
0.47999997,0.4241511
0.48099997,0.4241511
0.48199997,0.4241511
0.48299997,0.4241511
0.48399997,0.4241511
0.48499997,0.4241511
0.48599997,0.4241511
0.48699997,0.4241511
0.48799997,0.4241511
0.48899997,0.4241511
0.48999997,0.4241511
0.49099997,0.4241511
0.49199997,0.4241511
0.49299997,0.4241511
0.49399997,0.4241511
0.49499997,0.4241511
0.49599997,0.4241511
0.49699997,0.4712106
0.49799997,0.4241511
0.49899997,0.4241511
0.49999997,0.4241511
0.50099997,0.4241511
0.50199997,0.4712106
0.50299997,0.4241511
0.50399997,0.4241511
0.50499997,0.4241511
0.50599997,0.4241511
0.50699997,0.4241511
0.50799996,0.3769377
0.50899996,0.4241511
0.50999996,0.4241511
0.51099996,0.4241511
0.51199996,0.4241511
0.51299996,0.4241511
0.51399996,0.4241511
0.51499996,0.4241511
0.51599996,0.4241511
0.51699996,0.4241511
0.51799996,0.4241511
0.51899996,0.4241511
0.51999996,0.4241511
0.52099996,0.4241511
0.52199996,0.4241511
0.52299996,0.4241511
0.52399996,0.4241511
0.52499996,0.4241511
0.52599996,0.4241511
0.52699996,0.4241511
0.52799996,0.4241511
0.52899996,0.4241511
0.52999996,0.4241511
0.53099996,0.4241511
0.53199996,0.4241511
0.53299996,0.4241511
0.53399996,0.4241511
0.53499996,0.4241511
0.53599996,0.4241511
0.53699996,0.4241511
0.53799996,0.4241511
0.53899996,0.4241511
0.53999996,0.4241511
0.54099996,0.4241511
0.54199996,0.4241511
0.54299996,0.4241511
0.54399996,0.4241511
0.54499996,0.4241511
0.54599996,0.4241511
0.54699996,0.4241511
0.54799996,0.4241511
0.54899996,0.4241511
0.54999996,0.4241511
0.55099996,0.4241511
0.55199996,0.4241511
0.55299996,0.4241511
0.55399996,0.4241511
0.55499996,0.4241511
0.55599996,0.4241511
0.55699996,0.4241511
0.55799996,0.4241511
0.55899996,0.4241511
0.55999996,0.4241511
0.56099996,0.4241511
0.56199996,0.4241511
0.56299996,0.4241511
0.56399996,0.4241511
0.56499996,0.4241511
0.56599996,0.4241511
0.56699996,0.4241511
0.56799996,0.4241511
0.56899996,0.4241511
0.56999996,0.4241511
0.57099996,0.4241511
0.57199996,0.4241511
0.57299996,0.4241511
0.57399996,0.4241511
0.57499996,0.4241511
0.57599996,0.4241511
0.57699996,0.4241511
0.57799996,0.4241511
0.57899996,0.3769377
0.57999996,0.4241511
0.58099996,0.4241511
0.58199996,0.4241511
0.58299996,0.4241511
0.58399996,0.4241511
0.58499996,0.4241511
0.58599996,0.4241511
0.58699996,0.4241511
0.58799996,0.4712106
0.58899996,0.4241511
0.58999996,0.4241511
0.59099996,0.4241511
0.59199996,0.4241511
0.59299996,0.4241511
0.59399996,0.4241511
0.59499996,0.4241511
0.59599996,0.4241511
0.59699996,0.4241511
0.59799996,0.4712106
0.59899996,0.4241511
0.59999996,0.4241511
0.60099996,0.4712106
0.60199996,0.4241511
0.60299996,0.4241511
0.60399996,0.4241511
0.60499996,0.4241511
0.60599996,0.4241511
0.60699996,0.4241511
0.60799996,0.4241511
0.60899996,0.4241511
0.60999996,0.4241511
0.61099996,0.4241511
0.61199996,0.4241511
0.61299996,0.4241511
0.61399996,0.4241511
0.61499996,0.4241511
0.61599996,0.4241511
0.61699996,0.4241511
0.61799996,0.4241511
0.61899996,0.4712106
0.61999996,0.4241511
0.62099996,0.4241511
0.62199996,0.4241511
0.62299996,0.4241511
0.62399996,0.4241511
0.62499996,0.4241511
0.62599996,0.4241511
0.62699996,0.4241511
0.62799996,0.4241511
0.62899996,0.4241511
0.62999996,0.4241511
0.63099996,0.4241511
0.63199996,0.4241511
0.63299996,0.4241511
0.63399996,0.4241511
0.63499996,0.4241511
0.63599996,0.4241511
0.63699996,0.4241511
0.63799996,0.4241511
0.63899996,0.4241511
0.63999996,0.4241511
0.64099996,0.4241511
0.64199996,0.4241511
0.64299996,0.4241511
0.64399996,0.4241511
0.64499996,0.4241511
0.64599996,0.4241511
0.64699996,0.4241511
0.64799996,0.4241511
0.64899996,0.4241511
0.64999996,0.4241511
0.65099996,0.4241511
0.65199996,0.4241511
0.65299995,0.4241511
0.65399995,0.4241511
0.65499995,0.4241511
0.65599995,0.4241511
0.65699995,0.4241511
0.65799995,0.4241511
0.65899995,0.4241511
0.65999995,0.4241511
0.66099995,0.4241511
0.66199995,0.4241511
0.66299995,0.4241511
0.66399995,0.4241511
0.66499995,0.4241511
0.66599995,0.4241511
0.66699995,0.4241511
0.66799995,0.4241511
0.66899995,0.4241511
0.66999995,0.4241511
0.67099995,0.4241511
0.67199995,0.4241511
0.67299995,0.3769377
0.67399995,0.4241511
0.67499995,0.4241511
0.67599995,0.4241511
0.67699995,0.4241511
0.67799995,0.4241511
0.67899995,0.4241511
0.67999995,0.4241511
0.68099995,0.4241511
0.68199995,0.4241511
0.68299995,0.4241511
0.68399995,0.4241511
0.68499995,0.4241511
0.68599995,0.4241511
0.68699995,0.4241511
0.68799995,0.4712106
0.68899995,0.4241511
0.68999995,0.4241511
0.69099995,0.4241511
0.69199995,0.4241511
0.69299995,0.4241511
0.69399995,0.4241511
0.69499995,0.4241511
0.69599995,0.4241511
0.69699995,0.4241511
0.69799995,0.4241511
0.69899995,0.4241511
0.69999995,0.4241511
0.70099995,0.4241511
0.70199995,0.4241511
0.70299995,0.4241511
0.70399995,0.4241511
0.70499995,0.4241511
0.70599995,0.4241511
0.70699995,0.4241511
0.70799995,0.4241511
0.70899995,0.4241511
0.70999995,0.4241511
0.71099995,0.4241511
0.71199995,0.4241511
0.71299995,0.4241511
0.71399995,0.4241511
0.71499995,0.4241511
0.71599995,0.4241511
0.71699995,0.4241511
0.71799995,0.4241511
0.71899995,0.4241511
0.71999995,0.4241511
0.72099995,0.4241511
0.72199995,0.4241511
0.72299995,0.4241511
0.72399995,0.4241511
0.72499995,0.4241511
0.72599995,0.4241511
0.72699995,0.4241511
0.72799995,0.4241511
0.72899995,0.4241511
0.72999995,0.4241511
0.73099995,0.4241511
0.73199995,0.4241511
0.73299995,0.4241511
0.73399995,0.4241511
0.73499995,0.4241511
0.73599995,0.4241511
0.73699995,0.4241511
0.73799995,0.4241511
0.73899995,0.4241511
0.73999995,0.4241511
0.74099995,0.4241511
0.74199995,0.4241511
0.74299995,0.4241511
0.74399995,0.4241511
0.74499995,0.4241511
0.74599995,0.4241511
0.74699995,0.4241511
0.74799995,0.4241511
0.74899995,0.4241511
0.74999995,0.4241511
0.75099995,0.4241511
0.75199995,0.3769377
0.75299995,0.4241511
0.75399995,0.4241511
0.75499995,0.4241511
0.75599995,0.4241511
0.75699995,0.4241511
0.75799995,0.4241511
0.75899995,0.4241511
0.75999995,0.4241511
0.76099995,0.4241511
0.76199995,0.4241511
0.76299995,0.4241511
0.76399995,0.4241511
0.76499995,0.3769377
0.76599995,0.4241511
0.76699995,0.4241511
0.76799995,0.4241511
0.76899995,0.4241511
0.76999995,0.4241511
0.77099995,0.4241511
0.77199995,0.4241511
0.77299995,0.4241511
0.77399995,0.4241511
0.77499995,0.4241511
0.77599995,0.4241511
0.77699995,0.4241511
0.77799995,0.4241511
0.77899995,0.4241511
0.77999995,0.4241511
0.78099995,0.4241511
0.78199995,0.4712106
0.78299995,0.4241511
0.78399995,0.4241511
0.78499995,0.4241511
0.78599995,0.4241511
0.78699995,0.4241511
0.78799995,0.4241511
0.78899995,0.4241511
0.78999995,0.4241511
0.79099995,0.4241511
0.79199995,0.4241511
0.79299995,0.4241511
0.79399995,0.4241511
0.79499995,0.4241511
0.79599995,0.4241511
0.79699995,0.4241511
0.79799995,0.4241511
0.79899994,0.4241511
0.79999994,0.4241511
0.80099994,0.4241511
0.80199994,0.4241511
0.80299994,0.4241511
0.80399994,0.4241511
0.80499994,0.4241511
0.80599994,0.4241511
0.80699994,0.4241511
0.80799994,0.4241511
0.80899994,0.4241511
0.80999994,0.4241511
0.81099994,0.4241511
0.81199994,0.4241511
0.81299994,0.4241511
0.81399994,0.4241511
0.81499994,0.4241511
0.81599994,0.4241511
0.81699994,0.4241511
0.81799994,0.4241511
0.81899994,0.4241511
0.81999994,0.4241511
0.82099994,0.4241511
0.82199994,0.4241511
0.82299994,0.4241511
0.82399994,0.4241511
0.82499994,0.4241511
0.82599994,0.4241511
0.82699994,0.4241511
0.82799994,0.4241511
0.82899994,0.4241511
0.82999994,0.4241511
0.83099994,0.4241511
0.83199994,0.4241511
0.83299994,0.4241511
0.83399994,0.4241511
0.83499994,0.4241511
0.83599994,0.4241511
0.83699994,0.4241511
0.83799994,0.4241511
0.83899994,0.4241511
0.83999994,0.4241511
0.84099994,0.4241511
0.84199994,0.4241511
0.84299994,0.4712106
0.84399994,0.4241511
0.84499994,0.4241511
0.84599994,0.4241511
0.84699994,0.4241511
0.84799994,0.4241511
0.84899994,0.4712106
0.84999994,0.4241511
0.85099994,0.4241511
0.85199994,0.4241511
0.85299994,0.4241511
0.85399994,0.4241511
0.85499994,0.4241511
0.85599994,0.4241511
0.85699994,0.4241511
0.85799994,0.4241511
0.85899994,0.4241511
0.85999994,0.4241511
0.86099994,0.4241511
0.86199994,0.4241511
0.86299994,0.4241511
0.86399994,0.4241511
0.86499994,0.4241511
0.86599994,0.4241511
0.86699994,0.4241511
0.86799994,0.4241511
0.86899994,0.4241511
0.86999994,0.4241511
0.87099994,0.3769377
0.87199994,0.4241511
0.87299994,0.4241511
0.87399994,0.4241511
0.87499994,0.4712106
0.87599994,0.4241511
0.87699994,0.4241511
0.87799994,0.4241511
0.87899994,0.4241511
0.87999994,0.3769377
0.88099994,0.4241511
0.88199994,0.4241511
0.88299994,0.4241511
0.88399994,0.4241511
0.88499994,0.4241511
0.88599994,0.4241511
0.88699994,0.4241511
0.88799994,0.4241511
0.88899994,0.4241511
0.88999994,0.4241511
0.89099994,0.4241511
0.89199994,0.4241511
0.89299994,0.4241511
0.89399994,0.4241511
0.89499994,0.4241511
0.89599994,0.4241511
0.89699994,0.4241511
0.89799994,0.4241511
0.89899994,0.4241511
0.89999994,0.4241511
0.90099994,0.4241511
0.90199994,0.4241511
0.90299994,0.4241511
0.90399994,0.4712106
0.90499994,0.4241511
0.90599994,0.4241511
0.90699994,0.4241511
0.90799994,0.4241511
0.90899994,0.4241511
0.90999994,0.4241511
0.91099994,0.4241511
0.91199994,0.4241511
0.91299994,0.4241511
0.91399994,0.4241511
0.91499994,0.4241511
0.91599994,0.4241511
0.91699994,0.4241511
0.91799994,0.4241511
0.91899994,0.4712106
0.91999994,0.4241511
0.92099994,0.4241511
0.92199994,0.4241511
0.92299994,0.4241511
0.92399994,0.4241511
0.92499994,0.4241511
0.92599994,0.4241511
0.92699994,0.4241511
0.92799994,0.4241511
0.92899994,0.4241511
0.92999994,0.4241511
0.93099994,0.4241511
0.93199994,0.4241511
0.93299994,0.4241511
0.93399994,0.4241511
0.93499994,0.4241511
0.93599994,0.4241511
0.93699994,0.4241511
0.93799994,0.4241511
0.93899994,0.4241511
0.93999994,0.4241511
0.94099994,0.4241511
0.94199994,0.4241511
0.94299994,0.4241511
0.94399993,0.4241511
0.94499993,0.4241511
0.94599993,0.4241511
0.94699993,0.4241511
0.94799993,0.4241511
0.94899993,0.4241511
0.94999993,0.4241511
0.95099993,0.4241511
0.95199993,0.4241511
0.95299993,0.4241511
0.95399993,0.4241511
0.95499993,0.4241511
0.95599993,0.4241511
0.95699993,0.4241511
0.95799993,0.4241511
0.95899993,0.4241511
0.95999993,0.4712106
0.96099993,0.4241511
0.96199993,0.4241511
0.96299993,0.4241511
0.96399993,0.3769377
0.96499993,0.4241511
0.96599993,0.4241511
0.96699993,0.4241511
0.96799993,0.4241511
0.96899993,0.4241511
0.96999993,0.4241511
0.97099993,0.4241511
0.97199993,0.4241511
0.97299993,0.4241511
0.97399993,0.4241511
0.97499993,0.4241511
0.97599993,0.3769377
0.97699993,0.4241511
0.97799993,0.4241511
0.97899993,0.4241511
0.97999993,0.4241511
0.98099993,0.4241511
0.98199993,0.4241511
0.98299993,0.4241511
0.98399993,0.4241511
0.98499993,0.4241511
0.98599993,0.4241511
0.98699993,0.4241511
0.98799993,0.4241511
0.98899993,0.4241511
0.98999993,0.4241511
0.99099993,0.4241511
0.99199993,0.4241511
0.99299993,0.4241511
0.99399993,0.4241511
0.99499993,0.4241511
0.99599993,0.4241511
0.99699993,0.4241511
0.99799993,0.4241511
0.99899993,0.4241511
0.99999993,0.4241511
1.00099993,0.4241511
1.00199993,0.4241511
1.00299993,0.4241511
1.00399993,0.4241511
1.00499993,0.4241511
1.00599993,0.4241511
1.00699993,0.4241511
1.00799993,0.4241511
1.00899993,0.4241511
1.00999993,0.4241511
1.01099993,0.4241511
1.01199993,0.4241511
1.01299993,0.4241511
1.01399993,0.4241511
1.01499993,0.4241511
1.01599993,0.4241511
1.01699993,0.4241511
1.01799993,0.4241511
1.01899993,0.4241511
1.01999993,0.4241511
1.02099993,0.4241511
1.02199993,0.4241511
1.02299993,0.4241511
1.02399993,0.4241511
1.02499993,0.4241511
1.02599993,0.4241511
1.02699993,0.4241511
1.02799993,0.4241511
1.02899993,0.4241511
1.02999993,0.4241511
1.03099993,0.4241511
1.03199993,0.4241511
1.03299993,0.4241511
1.03399993,0.4241511
1.03499993,0.4241511
1.03599993,0.4241511
1.03699993,0.4241511
1.03799993,0.4241511
1.03899993,0.4241511
1.03999993,0.4241511
1.04099993,0.4241511
1.04199993,0.4241511
1.04299993,0.4241511
1.04399993,0.4241511
1.04499993,0.4241511
1.04599993,0.4241511
1.04699993,0.4241511
1.04799993,0.4241511
1.04899993,0.4241511
1.04999993,0.4241511
1.05099993,0.4241511
1.05199993,0.4241511
1.05299993,0.4241511
1.05399993,0.4241511
1.05499993,0.4241511
1.05599993,0.4241511
1.05699993,0.4241511
1.05799993,0.4241511
1.05899993,0.4241511
1.05999993,0.4241511
1.06099993,0.4241511
1.06199993,0.4241511
1.06299993,0.4241511
1.06399993,0.4241511
1.06499993,0.4241511
1.06599993,0.4241511
1.06699993,0.4241511
1.06799993,0.4241511
1.06899993,0.4241511
1.06999993,0.4241511
1.07099993,0.4241511
1.07199993,0.4241511
1.07299993,0.4241511
1.07399993,0.4241511
1.07499993,0.4241511
1.07599993,0.4241511
1.07699993,0.4241511
1.07799993,0.4241511
1.07899993,0.4241511
1.07999993,0.4241511
1.08099993,0.4241511
1.08199993,0.4241511
1.08299993,0.4241511
1.08399993,0.4241511
1.08499993,0.4241511
1.08599993,0.4241511
1.08699993,0.4241511
1.08799993,0.4712106
1.08899992,0.4241511
1.08999992,0.4241511
1.09099992,0.4241511
1.09199992,0.4241511
1.09299992,0.4241511
1.09399992,0.4241511
1.09499992,0.4241511
1.09599992,0.4241511
1.09699992,0.4241511
1.09799992,0.4241511
1.09899992,0.4241511
1.09999992,0.4241511
1.10099992,0.4241511
1.10199992,0.4241511
1.10299992,0.4241511
1.10399992,0.4241511
1.10499992,0.4241511
1.10599992,0.4241511
1.10699992,0.3769377
1.10799992,0.4241511
1.10899992,0.4241511
1.10999992,0.4241511
1.11099992,0.4241511
1.11199992,0.4241511
1.11299992,0.4241511
1.11399992,0.4241511
1.11499992,0.4712106
1.11599992,0.4241511
1.11699992,0.4241511
1.11799992,0.4241511
1.11899992,0.3769377
1.11999992,0.4241511
1.12099992,0.4241511
1.12199992,0.4241511
1.12299992,0.4241511
1.12399992,0.4241511
1.12499992,0.4241511
1.12599992,0.4241511
1.12699992,0.4241511
1.12799992,0.4241511
1.12899992,0.4241511
1.12999992,0.4241511
1.13099992,0.4241511
1.13199992,0.4241511
1.13299992,0.4241511
1.13399992,0.4241511
1.13499992,0.4241511
1.13599992,0.4241511
1.13699992,0.4241511
1.13799992,0.4241511
1.13899992,0.4241511
1.13999992,0.4241511
1.14099992,0.4241511
1.14199992,0.4241511
1.14299992,0.4712106
1.14399992,0.4241511
1.14499992,0.4241511
1.14599992,0.4241511
1.14699992,0.4712106
1.14799992,0.4241511
1.14899992,0.4241511
1.14999992,0.4241511
1.15099992,0.4241511
1.15199992,0.4241511
1.15299992,0.4241511
1.15399992,0.4241511
1.15499992,0.4241511
1.15599992,0.4241511
1.15699992,0.4241511
1.15799992,0.4241511
1.15899992,0.4241511
1.15999992,0.4241511
1.16099992,0.4241511
1.16199992,0.4241511
1.16299992,0.4241511
1.16399992,0.4241511
1.16499992,0.4241511
1.16599992,0.4241511
1.16699992,0.3769377
1.16799992,0.4241511
1.16899992,0.4241511
1.16999992,0.4241511
1.17099992,0.4241511
1.17199992,0.4241511
1.17299992,0.4241511
1.17399992,0.4241511
1.17499992,0.4241511
1.17599992,0.4241511
